"Subject" "space" "frame" "device" "jerk" "magnitude" "statistic" "axis" "avg_value"
16 "t" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.0724444803980874
16 "t" "Body" "Gyro" "NA" "NA" "mean" "Z" 0.0730144651530055
16 "t" "Body" "Gyro" "NA" "NA" "std" "X" -0.799534450491803
16 "t" "Body" "Gyro" "NA" "NA" "std" "Y" -0.810124133715847
16 "t" "Body" "Gyro" "NA" "NA" "std" "Z" -0.737629967961749
16 "t" "Gravity" "Acc" "NA" "Mag" "mean" "NA" -0.616131116889044
16 "t" "Gravity" "Acc" "NA" "Mag" "std" "NA" -0.661719690491803
16 "t" "Gravity" "Acc" "NA" "NA" "mean" "X" 0.700906130308743
16 "t" "Gravity" "Acc" "NA" "NA" "mean" "Y" -0.0605235993797814
16 "t" "Gravity" "Acc" "NA" "NA" "mean" "Z" 0.0402075536234973
16 "t" "Gravity" "Acc" "NA" "NA" "std" "X" -0.971156432131148
16 "t" "Gravity" "Acc" "NA" "NA" "std" "Y" -0.964727519945355
16 "t" "Gravity" "Acc" "NA" "NA" "std" "Z" -0.945294028639344
17 "f" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.697575558993207
17 "f" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.692595778979891
17 "f" "Body" "Acc" "Jerk" "NA" "mean" "X" -0.716681622653533
17 "f" "Body" "Acc" "Jerk" "NA" "mean" "Y" -0.694754837788043
17 "f" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.802528785896739
17 "f" "Body" "Acc" "Jerk" "NA" "std" "X" -0.67654494089212
17 "f" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.663158393238587
17 "f" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.822801747581522
17 "f" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.646189154826902
17 "f" "Body" "Acc" "NA" "Mag" "std" "NA" -0.687536943227717
17 "f" "Body" "Acc" "NA" "NA" "mean" "X" -0.651780423718288
17 "f" "Body" "Acc" "NA" "NA" "mean" "Y" -0.601741376260245
17 "f" "Body" "Acc" "NA" "NA" "mean" "Z" -0.718947424896739
17 "f" "Body" "Acc" "NA" "NA" "std" "X" -0.59351017342337
17 "f" "Body" "Acc" "NA" "NA" "std" "Y" -0.576930056063587
17 "f" "Body" "Acc" "NA" "NA" "std" "Z" -0.656622932009511
17 "f" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.829124468315217
17 "f" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.833701023152174
17 "f" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.769498551467391
17 "f" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.782232494673913
17 "f" "Body" "Gyro" "NA" "NA" "mean" "X" -0.728710411180707
17 "f" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.774745258994565
17 "f" "Body" "Gyro" "NA" "NA" "mean" "Z" -0.726857840652174
17 "f" "Body" "Gyro" "NA" "NA" "std" "X" -0.770057225710326
17 "f" "Body" "Gyro" "NA" "NA" "std" "Y" -0.761335243695652
17 "f" "Body" "Gyro" "NA" "NA" "std" "Z" -0.745101477910326
17 "t" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.696465197235054
17 "t" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.693946394750815
17 "t" "Body" "Acc" "Jerk" "NA" "mean" "X" 0.0814060565059783
17 "t" "Body" "Acc" "Jerk" "NA" "mean" "Y" 0.00848949673339674
17 "t" "Body" "Acc" "Jerk" "NA" "mean" "Z" 0.00270288011005435
17 "t" "Body" "Acc" "Jerk" "NA" "std" "X" -0.682603096154891
17 "t" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.668693821044565
17 "t" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.813339560652174
17 "t" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.568367244093859
17 "t" "Body" "Acc" "NA" "Mag" "std" "NA" -0.636074477703533
17 "t" "Body" "Acc" "NA" "NA" "mean" "X" 0.274029548065217
17 "t" "Body" "Acc" "NA" "NA" "mean" "Y" -0.0175416045074728
17 "t" "Body" "Acc" "NA" "NA" "mean" "Z" -0.109199853130082
17 "t" "Body" "Acc" "NA" "NA" "std" "X" -0.608455243870734
17 "t" "Body" "Acc" "NA" "NA" "std" "Y" -0.567005319464348
17 "t" "Body" "Acc" "NA" "NA" "std" "Z" -0.660582755619022
17 "t" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.810438232853261
17 "t" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.825255969701087
17 "t" "Body" "Gyro" "Jerk" "NA" "mean" "X" -0.107854170946467
17 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Y" -0.039171944702962
17 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Z" -0.0508496510874185
17 "t" "Body" "Gyro" "Jerk" "NA" "std" "X" -0.788387981630435
17 "t" "Body" "Gyro" "Jerk" "NA" "std" "Y" -0.825988662771739
17 "t" "Body" "Gyro" "Jerk" "NA" "std" "Z" -0.808251302907609
17 "t" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.676185123284103
17 "t" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.750145260967391
17 "t" "Body" "Gyro" "NA" "NA" "mean" "X" -0.0146686177049565
17 "t" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.082710926198038
17 "t" "Body" "Gyro" "NA" "NA" "mean" "Z" 0.077025064375462
17 "t" "Body" "Gyro" "NA" "NA" "std" "X" -0.759011119945652
17 "t" "Body" "Gyro" "NA" "NA" "std" "Y" -0.764867040625
17 "t" "Body" "Gyro" "NA" "NA" "std" "Z" -0.720741038680163
17 "t" "Gravity" "Acc" "NA" "Mag" "mean" "NA" -0.568367244093859
17 "t" "Gravity" "Acc" "NA" "Mag" "std" "NA" -0.636074477703533
17 "t" "Gravity" "Acc" "NA" "NA" "mean" "X" 0.69893741138587
17 "t" "Gravity" "Acc" "NA" "NA" "mean" "Y" -0.013734698125
17 "t" "Gravity" "Acc" "NA" "NA" "mean" "Z" -0.0177042428953804
17 "t" "Gravity" "Acc" "NA" "NA" "std" "X" -0.971771652907609
17 "t" "Gravity" "Acc" "NA" "NA" "std" "Y" -0.958810046467391
17 "t" "Gravity" "Acc" "NA" "NA" "std" "Z" -0.949039213831522
18 "f" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.742323821887363
18 "f" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.750189976318681
18 "f" "Body" "Acc" "Jerk" "NA" "mean" "X" -0.750020077252747
18 "f" "Body" "Acc" "Jerk" "NA" "mean" "Y" -0.744113444532967
18 "f" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.833032083021978
18 "f" "Body" "Acc" "Jerk" "NA" "std" "X" -0.742517893708791
18 "f" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.739197834642857
18 "f" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.860168954615385
18 "f" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.697732862178571
18 "f" "Body" "Acc" "NA" "Mag" "std" "NA" -0.733904051236264
18 "f" "Body" "Acc" "NA" "NA" "mean" "X" -0.714227764615385
18 "f" "Body" "Acc" "NA" "NA" "mean" "Y" -0.663659666593407
18 "f" "Body" "Acc" "NA" "NA" "mean" "Z" -0.761229192087912
18 "f" "Body" "Acc" "NA" "NA" "std" "X" -0.687850549203297
18 "f" "Body" "Acc" "NA" "NA" "std" "Y" -0.632838238002747
18 "f" "Body" "Acc" "NA" "NA" "std" "Z" -0.694874090513736
18 "f" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.88466302260989
18 "f" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.902206780607143
18 "f" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.816286626730769
18 "f" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.789777674554945
18 "f" "Body" "Gyro" "NA" "NA" "mean" "X" -0.787757637521978
18 "f" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.816385880247253
18 "f" "Body" "Gyro" "NA" "NA" "mean" "Z" -0.755926770686813
18 "f" "Body" "Gyro" "NA" "NA" "std" "X" -0.812175241332418
18 "f" "Body" "Gyro" "NA" "NA" "std" "Y" -0.759665554340659
18 "f" "Body" "Gyro" "NA" "NA" "std" "Z" -0.766381665384615
18 "t" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.753904676895604
18 "t" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.745212812708791
18 "t" "Body" "Acc" "Jerk" "NA" "mean" "X" 0.077480921531044
18 "t" "Body" "Acc" "Jerk" "NA" "mean" "Y" 0.0128850449171841
18 "t" "Body" "Acc" "Jerk" "NA" "mean" "Z" 0.000848545124184616
18 "t" "Body" "Acc" "Jerk" "NA" "std" "X" -0.734644450054945
18 "t" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.732969175274725
18 "t" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.847257765851648
18 "t" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.658370952115385
18 "t" "Body" "Acc" "NA" "Mag" "std" "NA" -0.689671890376374
18 "t" "Body" "Acc" "NA" "NA" "mean" "X" 0.276324152142857
18 "t" "Body" "Acc" "NA" "NA" "mean" "Y" -0.0172831546595266
18 "t" "Body" "Acc" "NA" "NA" "mean" "Z" -0.108112251068681
18 "t" "Body" "Acc" "NA" "NA" "std" "X" -0.694616884972527
18 "t" "Body" "Acc" "NA" "NA" "std" "Y" -0.627117507326923
18 "t" "Body" "Acc" "NA" "NA" "std" "Z" -0.701596039615385
18 "t" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.859899942335165
18 "t" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.88856533728022
18 "t" "Body" "Gyro" "Jerk" "NA" "mean" "X" -0.0944029581558242
18 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Y" -0.044169186546978
18 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Z" -0.0568482569002198
18 "t" "Body" "Gyro" "Jerk" "NA" "std" "X" -0.842893477884615
18 "t" "Body" "Gyro" "Jerk" "NA" "std" "Y" -0.884050472967033
18 "t" "Body" "Gyro" "Jerk" "NA" "std" "Z" -0.83861466293956
18 "t" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.714735668626374
18 "t" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.775779058758242
18 "t" "Body" "Gyro" "NA" "NA" "mean" "X" -0.0373993798891484
18 "t" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.0678200104982143
18 "t" "Body" "Gyro" "NA" "NA" "mean" "Z" 0.0908402866868132
18 "t" "Body" "Gyro" "NA" "NA" "std" "X" -0.804533729046703
18 "t" "Body" "Gyro" "NA" "NA" "std" "Y" -0.777361713653846
18 "t" "Body" "Gyro" "NA" "NA" "std" "Z" -0.745612483131868
18 "t" "Gravity" "Acc" "NA" "Mag" "mean" "NA" -0.658370952115385
18 "t" "Gravity" "Acc" "NA" "Mag" "std" "NA" -0.689671890376374
18 "t" "Gravity" "Acc" "NA" "NA" "mean" "X" 0.716863248351648
18 "t" "Gravity" "Acc" "NA" "NA" "mean" "Y" -0.01578199625
18 "t" "Gravity" "Acc" "NA" "NA" "mean" "Z" 0.0899901746593407
18 "t" "Gravity" "Acc" "NA" "NA" "std" "X" -0.980138675796703
18 "t" "Gravity" "Acc" "NA" "NA" "std" "Y" -0.969542030412088
18 "t" "Gravity" "Acc" "NA" "NA" "std" "Z" -0.959434177692308
19 "f" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.576064647812278
19 "f" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.641089005857778
19 "f" "Body" "Acc" "Jerk" "NA" "mean" "X" -0.593157169174611
19 "f" "Body" "Acc" "Jerk" "NA" "mean" "Y" -0.596694943936944
19 "f" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.680924493180556
19 "f" "Body" "Acc" "Jerk" "NA" "std" "X" -0.586910128980833
19 "f" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.572596722878
19 "f" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.728521901498861
19 "f" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.556404444967972
19 "f" "Body" "Acc" "NA" "Mag" "std" "NA" -0.689860920113889
19 "f" "Body" "Acc" "NA" "NA" "mean" "X" -0.587050355097528
19 "f" "Body" "Acc" "NA" "NA" "mean" "Y" -0.521888076609778
19 "f" "Body" "Acc" "NA" "NA" "mean" "Z" -0.647026298284028
19 "f" "Body" "Acc" "NA" "NA" "std" "X" -0.5708979748225
19 "f" "Body" "Acc" "NA" "NA" "std" "Y" -0.530901585022361
19 "f" "Body" "Acc" "NA" "NA" "std" "Z" -0.680291382637222
19 "f" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.719519008752778
19 "f" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.754223739441667
19 "f" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.636287999799167
19 "f" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.662325968145833
19 "f" "Body" "Gyro" "NA" "NA" "mean" "X" -0.553089575942778
19 "f" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.641337299817778
19 "f" "Body" "Gyro" "NA" "NA" "mean" "Z" -0.602625307818389
19 "f" "Body" "Gyro" "NA" "NA" "std" "X" -0.666071315599889
19 "f" "Body" "Gyro" "NA" "NA" "std" "Y" -0.650105402347778
19 "f" "Body" "Gyro" "NA" "NA" "std" "Z" -0.694729075491667
19 "t" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.5762252472125
19 "t" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.601918552871944
19 "t" "Body" "Acc" "Jerk" "NA" "mean" "X" 0.0774171147766389
19 "t" "Body" "Acc" "Jerk" "NA" "mean" "Y" 0.0115812421960876
19 "t" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.00186198850195833
19 "t" "Body" "Acc" "Jerk" "NA" "std" "X" -0.571088266146083
19 "t" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.571311190432222
19 "t" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.705342976190833
19 "t" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.531507362111361
19 "t" "Body" "Acc" "NA" "Mag" "std" "NA" -0.599552767486306
19 "t" "Body" "Acc" "NA" "NA" "mean" "X" 0.269723487105556
19 "t" "Body" "Acc" "NA" "NA" "mean" "Y" -0.0182031515710306
19 "t" "Body" "Acc" "NA" "NA" "mean" "Z" -0.118277180099383
19 "t" "Body" "Acc" "NA" "NA" "std" "X" -0.574658922919194
19 "t" "Body" "Acc" "NA" "NA" "std" "Y" -0.507035084992639
19 "t" "Body" "Acc" "NA" "NA" "std" "Z" -0.649184726556944
19 "t" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.683436541824444
19 "t" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.7255986988425
19 "t" "Body" "Gyro" "Jerk" "NA" "mean" "X" -0.0895939425055556
19 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Y" -0.0383208736670278
19 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Z" -0.0569649444286944
19 "t" "Body" "Gyro" "Jerk" "NA" "std" "X" -0.618836206634444
19 "t" "Body" "Gyro" "Jerk" "NA" "std" "Y" -0.725991380623889
19 "t" "Body" "Gyro" "Jerk" "NA" "std" "Z" -0.686684583831583
19 "t" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.548919668132222
19 "t" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.610093380740278
19 "t" "Body" "Gyro" "NA" "NA" "mean" "X" -0.0385723953346511
19 "t" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.0681420603177778
19 "t" "Body" "Gyro" "NA" "NA" "mean" "Z" 0.0883609591559167
19 "t" "Body" "Gyro" "NA" "NA" "std" "X" -0.637789914575556
19 "t" "Body" "Gyro" "NA" "NA" "std" "Y" -0.643866300560306
19 "t" "Body" "Gyro" "NA" "NA" "std" "Z" -0.645682212189167
19 "t" "Gravity" "Acc" "NA" "Mag" "mean" "NA" -0.531507362111361
19 "t" "Gravity" "Acc" "NA" "Mag" "std" "NA" -0.599552767486306
19 "t" "Gravity" "Acc" "NA" "NA" "mean" "X" 0.475323016
19 "t" "Gravity" "Acc" "NA" "NA" "mean" "Y" 0.0964052626666667
19 "t" "Gravity" "Acc" "NA" "NA" "mean" "Z" 0.233011401195083
19 "t" "Gravity" "Acc" "NA" "NA" "std" "X" -0.958290447861111
19 "t" "Gravity" "Acc" "NA" "NA" "std" "Y" -0.95925383425
19 "t" "Gravity" "Acc" "NA" "NA" "std" "Z" -0.94180028475
20 "f" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.584571446817062
20 "f" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.597351046813729
20 "f" "Body" "Acc" "Jerk" "NA" "mean" "X" -0.652264226931438
20 "f" "Body" "Acc" "Jerk" "NA" "mean" "Y" -0.557791286001412
20 "f" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.732835648957627
20 "f" "Body" "Acc" "Jerk" "NA" "std" "X" -0.634710081102825
20 "f" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.525907610282373
20 "f" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.760509114748588
20 "f" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.560278889421186
20 "f" "Body" "Acc" "NA" "Mag" "std" "NA" -0.648306198707062
20 "f" "Body" "Acc" "NA" "NA" "mean" "X" -0.612641113666949
20 "f" "Body" "Acc" "NA" "NA" "mean" "Y" -0.426398722000395
20 "f" "Body" "Acc" "NA" "NA" "mean" "Z" -0.665006945724294
20 "f" "Body" "Acc" "NA" "NA" "std" "X" -0.60314894923565
20 "f" "Body" "Acc" "NA" "NA" "std" "Y" -0.381534028764124
20 "f" "Body" "Acc" "NA" "NA" "std" "Z" -0.647515612457627
20 "f" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.692638075749774
20 "f" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.694680032329943
20 "f" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.606970915061638
20 "f" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.635816314618644
20 "f" "Body" "Gyro" "NA" "NA" "mean" "X" -0.626445370827119
20 "f" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.591039733449633
20 "f" "Body" "Gyro" "NA" "NA" "mean" "Z" -0.518444509491525
20 "f" "Body" "Gyro" "NA" "NA" "std" "X" -0.704481841200565
20 "f" "Body" "Gyro" "NA" "NA" "std" "Y" -0.567588605842655
20 "f" "Body" "Gyro" "NA" "NA" "std" "Z" -0.575002191142655
20 "t" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.619698756735028
20 "t" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.588644307467599
20 "t" "Body" "Acc" "Jerk" "NA" "mean" "X" 0.079818125480791
20 "t" "Body" "Acc" "Jerk" "NA" "mean" "Y" 0.00220928707107345
20 "t" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.00450611895602542
20 "t" "Body" "Acc" "Jerk" "NA" "std" "X" -0.627098830685593
20 "t" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.527174601581921
20 "t" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.747362572898305
20 "t" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.517257429345412
20 "t" "Body" "Acc" "NA" "Mag" "std" "NA" -0.572325820319209
20 "t" "Body" "Acc" "NA" "NA" "mean" "X" 0.268425757926554
20 "t" "Body" "Acc" "NA" "NA" "mean" "Y" -0.0175912993773164
20 "t" "Body" "Acc" "NA" "NA" "mean" "Z" -0.108029145824294
20 "t" "Body" "Acc" "NA" "NA" "std" "X" -0.60484669490339
20 "t" "Body" "Acc" "NA" "NA" "std" "Y" -0.369336706508757
20 "t" "Body" "Acc" "NA" "NA" "std" "Z" -0.634787346548023
20 "t" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.684048497355932
20 "t" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.683503744537853
20 "t" "Body" "Gyro" "Jerk" "NA" "mean" "X" -0.094982179135
20 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Y" -0.0414356124141243
20 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Z" -0.0543001277610169
20 "t" "Body" "Gyro" "Jerk" "NA" "std" "X" -0.698354145936441
20 "t" "Body" "Gyro" "Jerk" "NA" "std" "Y" -0.684280685533898
20 "t" "Body" "Gyro" "Jerk" "NA" "std" "Z" -0.636715878557062
20 "t" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.516861235888701
20 "t" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.580023613494576
20 "t" "Body" "Gyro" "NA" "NA" "mean" "X" -0.0242488811785028
20 "t" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.0789448418069209
20 "t" "Body" "Gyro" "NA" "NA" "mean" "Z" 0.0856280628860452
20 "t" "Body" "Gyro" "NA" "NA" "std" "X" -0.684586332415254
20 "t" "Body" "Gyro" "NA" "NA" "std" "Y" -0.573677383024548
20 "t" "Body" "Gyro" "NA" "NA" "std" "Z" -0.52727797039661
20 "t" "Gravity" "Acc" "NA" "Mag" "mean" "NA" -0.517257429345412
20 "t" "Gravity" "Acc" "NA" "Mag" "std" "NA" -0.572325820319209
20 "t" "Gravity" "Acc" "NA" "NA" "mean" "X" 0.628040637177966
20 "t" "Gravity" "Acc" "NA" "NA" "mean" "Y" -0.0373059475847458
20 "t" "Gravity" "Acc" "NA" "NA" "mean" "Z" 0.10723075947935
20 "t" "Gravity" "Acc" "NA" "NA" "std" "X" -0.958201862627119
20 "t" "Gravity" "Acc" "NA" "NA" "std" "Y" -0.952506793418079
20 "t" "Gravity" "Acc" "NA" "NA" "std" "Z" -0.940981537502825
21 "f" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.679742584809363
21 "f" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.683725127418382
21 "f" "Body" "Acc" "Jerk" "NA" "mean" "X" -0.71641413145049
21 "f" "Body" "Acc" "Jerk" "NA" "mean" "Y" -0.678615118728922
21 "f" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.767351986555392
21 "f" "Body" "Acc" "Jerk" "NA" "std" "X" -0.709800728388235
21 "f" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.674102360655147
21 "f" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.794922813673627
21 "f" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.658664719514706
21 "f" "Body" "Acc" "NA" "Mag" "std" "NA" -0.714345739215931
21 "f" "Body" "Acc" "NA" "NA" "mean" "X" -0.693486097144118
21 "f" "Body" "Acc" "NA" "NA" "mean" "Y" -0.59377821414902
21 "f" "Body" "Acc" "NA" "NA" "mean" "Z" -0.707713799021814
21 "f" "Body" "Acc" "NA" "NA" "std" "X" -0.665349663426471
21 "f" "Body" "Acc" "NA" "NA" "std" "Y" -0.578748586831863
21 "f" "Body" "Acc" "NA" "NA" "std" "Z" -0.675588192778676
21 "f" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.826275026053922
21 "f" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.834949863259804
21 "f" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.776473060171569
21 "f" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.793158526279412
21 "f" "Body" "Gyro" "NA" "NA" "mean" "X" -0.752040828651961
21 "f" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.759325714811275
21 "f" "Body" "Gyro" "NA" "NA" "mean" "Z" -0.709471420465686
21 "f" "Body" "Gyro" "NA" "NA" "std" "X" -0.811026710110294
21 "f" "Body" "Gyro" "NA" "NA" "std" "Y" -0.771388318823529
21 "f" "Body" "Gyro" "NA" "NA" "std" "Z" -0.728319304730637
21 "t" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.703461275879657
21 "t" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.680069218953922
21 "t" "Body" "Acc" "Jerk" "NA" "mean" "X" 0.0822207874776961
21 "t" "Body" "Acc" "Jerk" "NA" "mean" "Y" 0.00350107553584853
21 "t" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.010659072671299
21 "t" "Body" "Acc" "Jerk" "NA" "std" "X" -0.699763344205784
21 "t" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.66515912310562
21 "t" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.78182390148299
21 "t" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.620309259553676
21 "t" "Body" "Acc" "NA" "Mag" "std" "NA" -0.6601960145
21 "t" "Body" "Acc" "NA" "NA" "mean" "X" 0.277466525522059
21 "t" "Body" "Acc" "NA" "NA" "mean" "Y" -0.0176664578561765
21 "t" "Body" "Acc" "NA" "NA" "mean" "Z" -0.10877848058848
21 "t" "Body" "Acc" "NA" "NA" "std" "X" -0.672323867377451
21 "t" "Body" "Acc" "NA" "NA" "std" "Y" -0.565585190336299
21 "t" "Body" "Acc" "NA" "NA" "std" "Z" -0.669621813176471
21 "t" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.807817403137255
21 "t" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.82408989995098
21 "t" "Body" "Gyro" "Jerk" "NA" "mean" "X" -0.100558317889216
21 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Y" -0.0408236141863333
21 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Z" -0.0533861046416422
21 "t" "Body" "Gyro" "Jerk" "NA" "std" "X" -0.792483156720588
21 "t" "Body" "Gyro" "Jerk" "NA" "std" "Y" -0.815859336004902
21 "t" "Body" "Gyro" "Jerk" "NA" "std" "Z" -0.812017312181373
21 "t" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.693779224517157
21 "t" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.761303119652451
21 "t" "Body" "Gyro" "NA" "NA" "mean" "X" -0.0276346639303578
21 "t" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.0784719736838971
21 "t" "Body" "Gyro" "NA" "NA" "mean" "Z" 0.0861212668362745
21 "t" "Body" "Gyro" "NA" "NA" "std" "X" -0.79617228689951
21 "t" "Body" "Gyro" "NA" "NA" "std" "Y" -0.765057760637255
21 "t" "Body" "Gyro" "NA" "NA" "std" "Z" -0.701642028499559
21 "t" "Gravity" "Acc" "NA" "Mag" "mean" "NA" -0.620309259553676
21 "t" "Gravity" "Acc" "NA" "Mag" "std" "NA" -0.6601960145
21 "t" "Gravity" "Acc" "NA" "NA" "mean" "X" 0.645775957808824
21 "t" "Gravity" "Acc" "NA" "NA" "mean" "Y" -0.0750963071446078
21 "t" "Gravity" "Acc" "NA" "NA" "mean" "Z" 0.0321851774362745
21 "t" "Gravity" "Acc" "NA" "NA" "std" "X" -0.965586634460784
21 "t" "Gravity" "Acc" "NA" "NA" "std" "Y" -0.969330818455882
21 "t" "Gravity" "Acc" "NA" "NA" "std" "Z" -0.953093993308823
22 "f" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.585442501515888
22 "f" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.599286879114019
22 "f" "Body" "Acc" "Jerk" "NA" "mean" "X" -0.60425320237352
22 "f" "Body" "Acc" "Jerk" "NA" "mean" "Y" -0.574318114038941
22 "f" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.739701808286604
